time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,4,3,4.0,2.0
2025-02-25 00:00:00+00:00,1,1,26.0,4.0
2025-02-26 00:00:00+00:00,6,3,2.0,2.0
2025-02-27 00:00:00+00:00,4,2,14.0,2.0
2025-02-28 00:00:00+00:00,3,2,5.0,1.0
2025-03-01 00:00:00+00:00,3,2,4.0,3.0
2025-03-02 00:00:00+00:00,4,3,1.0,1.0
2025-03-03 00:00:00+00:00,5,5,15.0,5.0
2025-03-04 00:00:00+00:00,16,6,23.0,7.0
2025-03-05 00:00:00+00:00,2,2,10.0,5.0
2025-03-06 00:00:00+00:00,4,4,7.0,6.0
2025-03-07 00:00:00+00:00,4,3,1.0,1.0
2025-03-08 00:00:00+00:00,5,2,,
