time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,10,3,0,0
2026-08-29 00:00:00+00:00,1,1,2,2
2026-08-30 00:00:00+00:00,9,7,0,0
2026-08-31 00:00:00+00:00,3,3,1,1
2026-09-01 00:00:00+00:00,4,3,1,1
2026-09-02 00:00:00+00:00,11,5,4,3
2026-09-03 00:00:00+00:00,3,3,2,1
2026-09-04 00:00:00+00:00,5,3,2,2
2026-09-05 00:00:00+00:00,7,6,3,2
2026-09-06 00:00:00+00:00,2,2,4,3
2026-09-07 00:00:00+00:00,4,4,5,3
2026-09-08 00:00:00+00:00,3,3,18,6
2026-09-09 00:00:00+00:00,11,9,1,1
2026-09-10 00:00:00+00:00,6,5,4,2
